,Time,OpeningPrice,HighPrice,LowPrice,TradePrice,CandleAccTradeVolume,candleAccTradePrice
459,2022-12-24T09:00:00+09:00,21884000.0,21985000.0,21858000.0,21951000.0,1191.82030528,26154354236.02704
460,2022-12-23T09:00:00+09:00,21891000.0,22000000.0,21764000.0,21872000.0,2253.90628813,49294615581.36731
461,2022-12-22T09:00:00+09:00,21943000.0,21980000.0,21659000.0,21891000.0,2511.79402989,54875642301.51455
462,2022-12-21T09:00:00+09:00,22017000.0,22065000.0,21874000.0,21943000.0,2014.94764474,44278935561.9677
463,2022-12-20T09:00:00+09:00,21654000.0,22221000.0,21585000.0,22011000.0,3084.65713734,67692054188.20535
464,2022-12-19T09:00:00+09:00,22214000.0,22240000.0,21521000.0,21654000.0,3169.23383434,69541093991.05164
465,2022-12-18T09:00:00+09:00,22230000.0,22299000.0,22111000.0,22210000.0,1889.62079373,41937018170.19222
466,2022-12-17T09:00:00+09:00,22249000.0,22367000.0,22000000.0,22230000.0,2908.95281168,64427612392.71
467,2022-12-16T09:00:00+09:00,22952000.0,23050000.0,22125000.0,22249000.0,4660.97070297,105208954880.86823
468,2022-12-15T09:00:00+09:00,23255000.0,23382000.0,22877000.0,22942000.0,2875.73302095,66575698319.03985
469,2022-12-14T09:00:00+09:00,23182000.0,23941000.0,23147000.0,23235000.0,4041.5227297,94660482356.09254
470,2022-12-13T09:00:00+09:00,22824000.0,23600000.0,22570000.0,23161000.0,5226.52781477,120675670374.52821
471,2022-12-12T09:00:00+09:00,22784000.0,22882000.0,22487000.0,22824000.0,2436.29764131,55084524506.98965
472,2022-12-11T09:00:00+09:00,22824000.0,22915000.0,22760000.0,22775000.0,1591.84902453,36350568859.08237
473,2022-12-10T09:00:00+09:00,22845000.0,22940000.0,22820000.0,22831000.0,1339.76576612,30646589950.31205
474,2022-12-09T09:00:00+09:00,22918000.0,23000000.0,22770000.0,22849000.0,2349.72627368,53715032551.87096
475,2022-12-08T09:00:00+09:00,22544000.0,23000000.0,22484000.0,22918000.0,2658.30122236,60238648327.07826
476,2022-12-07T09:00:00+09:00,22837000.0,22898000.0,22400000.0,22544000.0,3381.14787642,76371819695.76631
477,2022-12-06T09:00:00+09:00,22729000.0,22885000.0,22701000.0,22821000.0,2826.97261012,64445480751.08888
478,2022-12-05T09:00:00+09:00,22918000.0,23150000.0,22685000.0,22725000.0,3649.93086302,83776335468.46335
479,2022-12-04T09:00:00+09:00,22821000.0,23021000.0,22755000.0,22906000.0,1690.07399271,38661404072.01502
480,2022-12-03T09:00:00+09:00,22877000.0,22973000.0,22752000.0,22830000.0,1361.73087278,31071194370.80245
481,2022-12-02T09:00:00+09:00,23008000.0,23046000.0,22650000.0,22877000.0,2707.54917012,61755977181.29832
482,2022-12-01T09:00:00+09:00,23209000.0,23400000.0,22871000.0,23002000.0,3278.51519679,75761071316.25665
483,2022-11-30T09:00:00+09:00,22417000.0,23293000.0,22415000.0,23192000.0,4690.57520524,107572115829.88625
484,2022-11-29T09:00:00+09:00,22329000.0,22617000.0,22155000.0,22417000.0,2523.90821039,56647764932.03546
485,2022-11-28T09:00:00+09:00,22661000.0,22690000.0,22217000.0,22339000.0,3579.0905705,80214477852.49315
486,2022-11-27T09:00:00+09:00,22646000.0,22774000.0,22605000.0,22646000.0,1989.05113784,45175559593.41976
487,2022-11-26T09:00:00+09:00,22677000.0,22862000.0,22605000.0,22660000.0,2148.77580606,48865893597.60411
488,2022-11-25T09:00:00+09:00,22735000.0,22794000.0,22370000.0,22676000.0,3000.13344954,67806317145.13777
489,2022-11-24T09:00:00+09:00,22985000.0,23220000.0,22566000.0,22738000.0,4151.70054394,94860806308.04427
490,2022-11-23T09:00:00+09:00,22599000.0,23121000.0,22525000.0,22985000.0,4524.89351291,103606008888.91022
491,2022-11-22T09:00:00+09:00,22220000.0,22719000.0,22031000.0,22584000.0,4830.10682581,107901365116.02403
492,2022-11-21T09:00:00+09:00,22763000.0,22810000.0,22000000.0,22220000.0,5410.35456693,121611325051.6873
493,2022-11-20T09:00:00+09:00,23082000.0,23128000.0,22651000.0,22788000.0,4008.06831163,92051907651.90707
494,2022-11-19T09:00:00+09:00,23062000.0,23197000.0,22928000.0,23081000.0,2254.61082489,51938225975.36801
495,2022-11-18T09:00:00+09:00,22982000.0,23330000.0,22900000.0,23061000.0,3545.61958418,81843191220.82385
496,2022-11-17T09:00:00+09:00,22954000.0,23039000.0,22613000.0,22982000.0,3192.69376433,72904673241.5205
497,2022-11-16T09:00:00+09:00,23003000.0,23162000.0,22550000.0,22954000.0,4821.31903186,110303866991.65161
498,2022-11-15T09:00:00+09:00,22706000.0,23220000.0,22530000.0,23003000.0,6064.33492986,139067228426.62408
499,2022-11-14T09:00:00+09:00,22511000.0,23438000.0,21509000.0,22701000.0,13460.02192864,301879477005.36584
500,2022-11-13T09:00:00+09:00,23380000.0,23515000.0,22500000.0,22510000.0,7169.9512786,164599384311.13092
501,2022-11-12T09:00:00+09:00,23657000.0,23755000.0,23061000.0,23380000.0,4753.99237337,111007195542.84412
502,2022-11-11T09:00:00+09:00,24779000.0,24928000.0,23000000.0,23656000.0,12736.12608371,303749422827.73645
503,2022-11-10T09:00:00+09:00,22924000.0,25120000.0,22840000.0,24779000.0,20710.2527776,498017206404.5683
504,2022-11-09T09:00:00+09:00,26652000.0,26832000.0,22564000.0,22919000.0,22296.85265068,552715932088.8374
505,2022-11-08T09:00:00+09:00,28945000.0,29020000.0,25842000.0,26650000.0,21680.49236147,594772236555.9027
506,2022-11-07T09:00:00+09:00,29470000.0,29658000.0,28790000.0,28945000.0,5212.34471889,152159017524.60736
507,2022-11-06T09:00:00+09:00,29756000.0,29869000.0,29400000.0,29473000.0,3135.46538779,93055406232.24623
508,2022-11-05T09:00:00+09:00,29388000.0,29870000.0,29304000.0,29756000.0,5550.07970205,164967206076.35477
509,2022-11-04T09:00:00+09:00,28685000.0,29679000.0,28683000.0,29388000.0,7964.11785191,231718138685.04376
510,2022-11-03T09:00:00+09:00,28632000.0,28900000.0,28443000.0,28693000.0,6757.69291375,194086875436.71292
511,2022-11-02T09:00:00+09:00,28753000.0,29299000.0,28500000.0,28632000.0,7547.86136867,217669276832.28488
512,2022-11-01T09:00:00+09:00,28778000.0,28928000.0,28634000.0,28749000.0,2933.71664252,84430214876.02364
513,2022-10-31T09:00:00+09:00,28957000.0,29217000.0,28580000.0,28778000.0,3780.01775723,109126492407.11536
514,2022-10-30T09:00:00+09:00,29091000.0,29350000.0,28902000.0,28957000.0,3137.06875888,91332005443.68755
515,2022-10-29T09:00:00+09:00,28932000.0,29497000.0,28910000.0,29091000.0,6211.37653974,181410545343.46017
516,2022-10-28T09:00:00+09:00,28590000.0,29183000.0,28350000.0,28958000.0,3424.86186466,98435976522.9078
517,2022-10-27T09:00:00+09:00,29116000.0,29238000.0,28530000.0,28590000.0,5172.49423341,149863792429.01614
518,2022-10-26T09:00:00+09:00,28494000.0,29447000.0,28470000.0,29079000.0,5979.87612062,173488898127.12695
519,2022-10-25T09:00:00+09:00,27803000.0,28844000.0,27621000.0,28494000.0,4893.20312894,137804124211.57245
520,2022-10-24T09:00:00+09:00,27981000.0,28077000.0,27663000.0,27803000.0,3125.3489913,87079836345.68925
521,2022-10-23T09:00:00+09:00,27620000.0,28152000.0,27484000.0,27981000.0,2722.16975796,75515642883.3644
522,2022-10-22T09:00:00+09:00,27600000.0,27700000.0,27547000.0,27620000.0,2036.10495024,56235951760.10317
523,2022-10-21T09:00:00+09:00,27505000.0,27700000.0,27130000.0,27580000.0,2767.62248007,76016880613.55505
524,2022-10-20T09:00:00+09:00,27639000.0,27800000.0,27400000.0,27505000.0,2683.2479925,73944127659.67822
525,2022-10-19T09:00:00+09:00,27824000.0,27825000.0,27536000.0,27657000.0,3160.61602939,87417949567.93259
526,2022-10-18T09:00:00+09:00,27995000.0,28180000.0,27530000.0,27812000.0,3645.54686846,101833511876.60257
527,2022-10-17T09:00:00+09:00,27655000.0,28200000.0,27526000.0,27993000.0,3325.59179617,92642089152.88167
528,2022-10-16T09:00:00+09:00,27548000.0,27900000.0,27502000.0,27655000.0,1613.23153145,44583425422.02929
529,2022-10-15T09:00:00+09:00,27656000.0,27722000.0,27410000.0,27524000.0,1863.65198088,51459862485.05421
530,2022-10-14T09:00:00+09:00,27808000.0,28539000.0,27500000.0,27660000.0,5280.08123901,148190762947.29398
531,2022-10-13T09:00:00+09:00,27460000.0,28063000.0,26400000.0,27810000.0,8203.95839502,222277657967.64612
532,2022-10-12T09:00:00+09:00,27339000.0,27523000.0,27255000.0,27460000.0,2101.42661527,57574795545.87141
533,2022-10-11T09:00:00+09:00,27397000.0,27678000.0,27131000.0,27339000.0,3732.94000305,102219516094.35872
534,2022-10-10T09:00:00+09:00,27679000.0,27833000.0,27359000.0,27401000.0,4196.41533705,115900538932.09181
535,2022-10-09T09:00:00+09:00,27743000.0,27885000.0,27622000.0,27679000.0,1640.58178291,45515986562.08575
536,2022-10-08T09:00:00+09:00,27810000.0,27933000.0,27602000.0,27743000.0,2106.94531415,58568308272.54694
537,2022-10-07T09:00:00+09:00,28418000.0,28517000.0,27663000.0,27805000.0,5416.37859178,152011960410.50436
538,2022-10-06T09:00:00+09:00,28720000.0,28930000.0,28290000.0,28418000.0,4801.18768165,137349502267.4623
539,2022-10-05T09:00:00+09:00,28952000.0,29017000.0,28322000.0,28721000.0,5152.71568006,147816772453.40317
540,2022-10-04T09:00:00+09:00,28280000.0,29094000.0,28145000.0,28980000.0,5533.81706516,158534948897.20932
541,2022-10-03T09:00:00+09:00,27672000.0,28375000.0,27591000.0,28299000.0,3956.10964039,110671195709.21011
542,2022-10-02T09:00:00+09:00,27868000.0,27960000.0,27512000.0,27691000.0,3079.76956148,85545876530.29362
543,2022-10-01T09:00:00+09:00,27924000.0,28008000.0,27696000.0,27868000.0,2546.82511672,70954974472.5078
544,2022-09-30T09:00:00+09:00,28020000.0,28841000.0,27580000.0,27924000.0,6867.90245601,193003164789.35318
545,2022-09-29T09:00:00+09:00,27952000.0,28246000.0,27290000.0,28033000.0,6460.93157873,180040554490.9342
546,2022-09-28T09:00:00+09:00,27495000.0,28421000.0,26800000.0,27952000.0,7772.21243875,214191020039.02698
547,2022-09-27T09:00:00+09:00,27604000.0,29112000.0,27130000.0,27501000.0,11326.09517744,319136537626.8621
548,2022-09-26T09:00:00+09:00,27051000.0,27749000.0,27000000.0,27597000.0,4639.44616128,127050448051.4524
549,2022-09-25T09:00:00+09:00,27270000.0,27499000.0,26910000.0,27051000.0,2488.11130047,67830234775.315
550,2022-09-24T09:00:00+09:00,27591000.0,27611000.0,27101000.0,27270000.0,2902.69643769,79497771143.62138
551,2022-09-23T09:00:00+09:00,27571000.0,27788000.0,26709000.0,27594000.0,7237.64208747,197579982083.18936
552,2022-09-22T09:00:00+09:00,26523000.0,27698000.0,26478000.0,27572000.0,5953.98909369,161447348659.75824
553,2022-09-21T09:00:00+09:00,26757000.0,27974000.0,26199000.0,26538000.0,9250.11876736,249412571329.63596
554,2022-09-20T09:00:00+09:00,27566000.0,27707000.0,26582000.0,26757000.0,5253.12223798,142380132917.12753
555,2022-09-19T09:00:00+09:00,27490000.0,27732000.0,26216000.0,27566000.0,9719.59411004,261036423103.05676
556,2022-09-18T09:00:00+09:00,28174000.0,28206000.0,27280000.0,27490000.0,4018.15031347,111684122369.5478
557,2022-09-17T09:00:00+09:00,27916000.0,28357000.0,27893000.0,28174000.0,3240.10043653,90962723366.98038
558,2022-09-16T09:00:00+09:00,28029000.0,28173000.0,27453000.0,27915000.0,5350.8370115,149166663031.6244
559,2022-09-15T09:00:00+09:00,28352000.0,28518000.0,27774000.0,28024000.0,6939.77703727,195627680377.5866
560,2022-09-14T09:00:00+09:00,28371000.0,28813000.0,27688000.0,28344000.0,8716.78268528,247271041270.23514
561,2022-09-13T09:00:00+09:00,30684000.0,31300000.0,28200000.0,28371000.0,15229.11580906,451810008614.8326
562,2022-09-12T09:00:00+09:00,30028000.0,30851000.0,29780000.0,30656000.0,7642.56603339,232343692738.235
563,2022-09-11T09:00:00+09:00,29727000.0,30030000.0,29527000.0,30028000.0,3688.60048846,109635972850.14722
564,2022-09-10T09:00:00+09:00,29344000.0,29900000.0,29001000.0,29727000.0,5736.67505696,168836480144.08762
565,2022-09-09T09:00:00+09:00,26887000.0,29616000.0,26864000.0,29350000.0,9802.80413791,279964481183.08813
566,2022-09-08T09:00:00+09:00,26811000.0,27042000.0,26601000.0,26887000.0,4259.43244539,114299755054.95776
567,2022-09-07T09:00:00+09:00,26361000.0,27064000.0,26198000.0,26810000.0,5757.55932075,152753275129.61255
568,2022-09-06T09:00:00+09:00,27309000.0,27690000.0,26203000.0,26361000.0,8145.67658457,220653038140.5346
569,2022-09-05T09:00:00+09:00,27529000.0,27599000.0,27223000.0,27309000.0,3528.46820144,96597927685.97044
570,2022-09-04T09:00:00+09:00,27440000.0,27590000.0,27200000.0,27528000.0,1823.70402927,49935020084.01973
571,2022-09-03T09:00:00+09:00,27562000.0,27704000.0,27286000.0,27447000.0,1868.62894153,51373788619.60471
572,2022-09-02T09:00:00+09:00,27636000.0,28000000.0,27312000.0,27571000.0,3667.65760467,101532094745.71394
573,2022-09-01T09:00:00+09:00,27521000.0,27773000.0,27100000.0,27636000.0,3585.51130768,98555665886.7322
574,2022-08-31T09:00:00+09:00,27314000.0,27957000.0,27286000.0,27530000.0,3677.29907389,101805940867.42548
575,2022-08-30T09:00:00+09:00,27792000.0,28150000.0,27155000.0,27314000.0,4229.54737089,117154442399.73819
576,2022-08-29T09:00:00+09:00,27098000.0,28066000.0,27094000.0,27792000.0,3709.53491351,102229321499.59357
577,2022-08-28T09:00:00+09:00,27739000.0,27878000.0,27090000.0,27099000.0,2480.82358668,68413346182.69284
578,2022-08-27T09:00:00+09:00,27954000.0,28150000.0,27510000.0,27739000.0,3125.25646287,86963182786.77777
579,2022-08-26T09:00:00+09:00,29299000.0,29655000.0,27790000.0,27969000.0,7729.24670505,222906367027.81876
580,2022-08-25T09:00:00+09:00,29103000.0,29500000.0,29036000.0,29300000.0,3452.12199237,101201648467.01949
581,2022-08-24T09:00:00+09:00,29287000.0,29695000.0,28950000.0,29104000.0,3125.56012147,91431871249.1678
582,2022-08-23T09:00:00+09:00,29261000.0,29528000.0,28701000.0,29307000.0,3763.61382345,109821061058.27287
583,2022-08-22T09:00:00+09:00,29458000.0,29554000.0,28857000.0,29260000.0,4297.80375186,125494897056.34212
584,2022-08-21T09:00:00+09:00,29350000.0,29760000.0,29016000.0,29459000.0,3786.40688642,111313729260.53806
585,2022-08-20T09:00:00+09:00,28678000.0,29429000.0,28616000.0,29340000.0,5295.31161819,154372033844.43927
586,2022-08-19T09:00:00+09:00,31720000.0,31739000.0,28612000.0,28678000.0,11796.61947017,354714117159.2484
587,2022-08-18T09:00:00+09:00,31547000.0,31779000.0,31484000.0,31720000.0,2950.43773428,93394051416.17296
588,2022-08-17T09:00:00+09:00,32082000.0,32600000.0,31334000.0,31547000.0,5812.24927668,185426079807.862
589,2022-08-16T09:00:00+09:00,32435000.0,32600000.0,31865000.0,32082000.0,4179.74642172,134649200360.7835
590,2022-08-15T09:00:00+09:00,32544000.0,33450000.0,32139000.0,32445000.0,6914.8075927,226008853379.95538
591,2022-08-14T09:00:00+09:00,32562000.0,33197000.0,32310000.0,32544000.0,6387.19826642,208971917597.303
592,2022-08-13T09:00:00+09:00,32368000.0,32957000.0,32260000.0,32562000.0,4388.33032231,143160548469.4298
593,2022-08-12T09:00:00+09:00,31770000.0,32450000.0,31590000.0,32368000.0,8387.04392221,267506311075.9209
594,2022-08-11T09:00:00+09:00,31583000.0,32879000.0,31581000.0,31770000.0,9244.45685127,298863622797.97766
595,2022-08-10T09:00:00+09:00,30997000.0,32073000.0,30522000.0,31583000.0,8806.55797536,276307461064.625
596,2022-08-09T09:00:00+09:00,31435000.0,31743000.0,30570000.0,30997000.0,5607.51268342,174857808256.07858
597,2022-08-08T09:00:00+09:00,30695000.0,31925000.0,30680000.0,31459000.0,5716.18441331,179948905273.3112
598,2022-08-07T09:00:00+09:00,30534000.0,30899000.0,30440000.0,30685000.0,2514.51503225,77019180215.84589
599,2022-08-06T09:00:00+09:00,30767000.0,30843000.0,30509000.0,30534000.0,2650.63355937,81425112951.89291
600,2022-08-05T09:00:00+09:00,30318000.0,30990000.0,30261000.0,30767000.0,5525.87043361,169447786524.08502
601,2022-08-04T09:00:00+09:00,30708000.0,30980000.0,30159000.0,30315000.0,5092.11116051,156029549309.207
602,2022-08-03T09:00:00+09:00,30754000.0,31467000.0,30509000.0,30708000.0,6104.35808879,188719530349.60205
603,2022-08-02T09:00:00+09:00,30851000.0,31141000.0,30246000.0,30754000.0,7603.47582952,232698286944.98627
604,2022-08-01T09:00:00+09:00,30750000.0,31099000.0,30392000.0,30851000.0,6632.83303678,203970347823.3757
605,2022-07-31T09:00:00+09:00,31270000.0,31775000.0,30714000.0,30751000.0,7085.40894364,221746679600.18268
606,2022-07-30T09:00:00+09:00,31402000.0,32500000.0,31171000.0,31281000.0,7360.05975571,234009470197.65198
607,2022-07-29T09:00:00+09:00,31217000.0,31990000.0,30965000.0,31404000.0,9751.91139782,306877006552.7374
608,2022-07-28T09:00:00+09:00,30200000.0,31573000.0,29850000.0,31217000.0,10610.58966033,324879416776.28455
609,2022-07-27T09:00:00+09:00,28401000.0,30492000.0,28165000.0,30202000.0,8326.59445286,242209334669.88464
610,2022-07-26T09:00:00+09:00,28555000.0,28633000.0,27716000.0,28401000.0,6394.87499911,179987450702.74982
611,2022-07-25T09:00:00+09:00,29818000.0,29938000.0,28500000.0,28555000.0,8196.41047121,238652164946.97098
612,2022-07-24T09:00:00+09:00,29704000.0,30195000.0,29498000.0,29818000.0,5186.69159558,154939287726.8473
613,2022-07-23T09:00:00+09:00,30077000.0,30272000.0,29214000.0,29722000.0,5699.5983605,169985086874.11963
614,2022-07-22T09:00:00+09:00,30415000.0,31201000.0,29874000.0,30080000.0,7607.90890932,232744416254.30316
615,2022-07-21T09:00:00+09:00,30500000.0,30849000.0,29621000.0,30415000.0,10664.60764073,322028032629.59186
616,2022-07-20T09:00:00+09:00,30646000.0,31831000.0,30128000.0,30505000.0,12434.44375652,385272873489.7735
617,2022-07-19T09:00:00+09:00,29322000.0,31050000.0,28476000.0,30660000.0,14595.94785594,432241993220.26056
618,2022-07-18T09:00:00+09:00,27505000.0,29613000.0,27450000.0,29322000.0,13859.74527805,398300909441.9459
619,2022-07-17T09:00:00+09:00,27856000.0,28481000.0,27453000.0,27505000.0,6347.36604649,177769552412.64807
620,2022-07-16T09:00:00+09:00,27496000.0,28387000.0,27114000.0,27857000.0,5336.1088057,147797725204.19852
621,2022-07-15T09:00:00+09:00,27140000.0,27899000.0,26914000.0,27518000.0,6257.93313595,171512370994.4794
622,2022-07-14T09:00:00+09:00,26604000.0,27500000.0,26103000.0,27135000.0,6982.83175399,186298867158.77097
623,2022-07-13T09:00:00+09:00,25723000.0,26759000.0,25200000.0,26611000.0,8364.96759425,216442044153.6275
624,2022-07-12T09:00:00+09:00,26474000.0,26565000.0,25650000.0,25723000.0,5167.36529415,135294867708.1206
625,2022-07-11T09:00:00+09:00,27317000.0,27327000.0,26400000.0,26460000.0,5812.7656968,156475302283.7503
626,2022-07-10T09:00:00+09:00,28199000.0,28222000.0,27181000.0,27317000.0,5010.69690978,138733984074.7209
627,2022-07-09T09:00:00+09:00,28241000.0,28600000.0,27915000.0,28200000.0,4557.63927433,128523821796.09229
628,2022-07-08T09:00:00+09:00,28129000.0,29084000.0,27800000.0,28241000.0,10799.53960874,307025282628.8606
629,2022-07-07T09:00:00+09:00,26953000.0,28347000.0,26600000.0,28115000.0,8756.63987596,239026770404.97253
630,2022-07-06T09:00:00+09:00,26523000.0,27084000.0,26131000.0,26954000.0,5929.70297686,157481305869.87643
631,2022-07-05T09:00:00+09:00,26399000.0,27269000.0,25580000.0,26548000.0,8426.86858306,221921937084.71182
632,2022-07-04T09:00:00+09:00,25454000.0,26560000.0,25150000.0,26399000.0,6263.45644496,161102938742.25455
633,2022-07-03T09:00:00+09:00,25465000.0,25870000.0,25000000.0,25422000.0,4004.47295514,101635661159.56302
634,2022-07-02T09:00:00+09:00,25576000.0,25700000.0,25180000.0,25463000.0,3585.12725415,91226992257.78572
635,2022-07-01T09:00:00+09:00,25999000.0,27110000.0,25100000.0,25556000.0,10667.06530912,276372951294.9279
636,2022-06-30T09:00:00+09:00,26572000.0,26609000.0,24776000.0,26003000.0,11478.34480571,292542947043.12994
637,2022-06-29T09:00:00+09:00,26553000.0,26800000.0,26163000.0,26548000.0,9223.20252083,243859022578.08624
638,2022-06-28T09:00:00+09:00,27033000.0,27456000.0,26470000.0,26547000.0,5406.3616699,145708709679.6057
639,2022-06-27T09:00:00+09:00,27475000.0,27850000.0,26800000.0,27039000.0,5752.80718136,157291687583.22983
640,2022-06-26T09:00:00+09:00,27837000.0,28350000.0,27415000.0,27460000.0,5447.10131764,151630980878.5098
641,2022-06-25T09:00:00+09:00,27592000.0,27989000.0,27258000.0,27832000.0,6225.32828277,172243806128.06155
642,2022-06-24T09:00:00+09:00,27419000.0,27900000.0,26975000.0,27597000.0,13388.9322414,367521476381.12665
643,2022-06-23T09:00:00+09:00,26180000.0,27489000.0,26105000.0,27419000.0,11674.89801533,313542284234.99506
644,2022-06-22T09:00:00+09:00,26967000.0,27160000.0,25950000.0,26193000.0,7880.69810885,209447520551.6528
645,2022-06-21T09:00:00+09:00,26643000.0,27970000.0,26476000.0,26967000.0,10207.59720614,278469858805.06476
646,2022-06-20T09:00:00+09:00,26666000.0,27184000.0,25599000.0,26643000.0,12451.16444339,329953094202.11145
647,2022-06-19T09:00:00+09:00,25096000.0,26943000.0,23800000.0,26642000.0,15039.09542323,381029060910.1559
648,2022-06-18T09:00:00+09:00,27010000.0,27345000.0,24000000.0,25093000.0,17021.37137859,433108212679.0678
649,2022-06-17T09:00:00+09:00,26900000.0,27920000.0,26573000.0,27010000.0,8254.74720985,224342676396.38416
650,2022-06-16T09:00:00+09:00,29235000.0,29622000.0,26718000.0,26898000.0,10897.12712035,305925822885.83704
651,2022-06-15T09:00:00+09:00,28828000.0,29566000.0,26694000.0,29253000.0,20040.69089176,559000697514.428
652,2022-06-14T09:00:00+09:00,29373000.0,30205000.0,27412000.0,28829000.0,19487.81540886,561772913986.8145
653,2022-06-13T09:00:00+09:00,34718000.0,35050000.0,28960000.0,29372000.0,21092.06419942,668025770993.4442
654,2022-06-12T09:00:00+09:00,37061000.0,37157000.0,34700000.0,34718000.0,6146.33187376,219859784066.75397
655,2022-06-11T09:00:00+09:00,37613000.0,37990000.0,36680000.0,37058000.0,4509.66118809,167988296425.94037
656,2022-06-10T09:00:00+09:00,38265000.0,38850000.0,37470000.0,37611000.0,4429.21478893,168289151399.8374
657,2022-06-09T09:00:00+09:00,38581000.0,38800000.0,38150000.0,38256000.0,2945.15078326,113235233678.05505
658,2022-06-08T09:00:00+09:00,39366000.0,39599000.0,38128000.0,38581000.0,5152.82944355,199350471018.1796
659,2022-06-07T09:00:00+09:00,39532000.0,39797000.0,37500000.0,39398000.0,7886.33246816,303250155093.7022
660,2022-06-06T09:00:00+09:00,37974000.0,39952000.0,37966000.0,39532000.0,4372.22457945,172041848037.47153
661,2022-06-05T09:00:00+09:00,37916000.0,38300000.0,37608000.0,37972000.0,1320.2216869,49985999685.45281
662,2022-06-04T09:00:00+09:00,37852000.0,38100000.0,37666000.0,37916000.0,1401.3122846,53025106657.57351
663,2022-06-03T09:00:00+09:00,38393000.0,38630000.0,37378000.0,37851000.0,3606.94746991,137238868186.18251
664,2022-06-02T09:00:00+09:00,37880000.0,38680000.0,37558000.0,38392000.0,2899.34567262,110236787826.56088
665,2022-06-01T09:00:00+09:00,39927000.0,40150000.0,37500000.0,37880000.0,6304.81427285,245744047452.18063
666,2022-05-31T09:00:00+09:00,39527000.0,40600000.0,39300000.0,39923000.0,6442.97998078,256308491503.18982
667,2022-05-30T09:00:00+09:00,37415000.0,39989000.0,37230000.0,39550000.0,5467.46003665,211274731621.14108
668,2022-05-29T09:00:00+09:00,37033000.0,37620000.0,36825000.0,37380000.0,1712.65014609,63691223300.73744
669,2022-05-28T09:00:00+09:00,36862000.0,37373000.0,36613000.0,37034000.0,1931.8459728,71361163243.76425
670,2022-05-27T09:00:00+09:00,37662000.0,37889000.0,36413000.0,36837000.0,4373.88537069,162036860622.9899
671,2022-05-26T09:00:00+09:00,37937000.0,38230000.0,36394000.0,37662000.0,5202.30433331,195505091618.82016
672,2022-05-25T09:00:00+09:00,37827000.0,38360000.0,37558000.0,37935000.0,3871.09133713,147137682970.50873
673,2022-05-24T09:00:00+09:00,37436000.0,38000000.0,36725000.0,37827000.0,3823.78536764,142910723625.20737
674,2022-05-23T09:00:00+09:00,38933000.0,39220000.0,37209000.0,37436000.0,4947.2210493,190334640537.41727
675,2022-05-22T09:00:00+09:00,38037000.0,39150000.0,37886000.0,38933000.0,3336.52070723,128577550743.85239
676,2022-05-21T09:00:00+09:00,37798000.0,38253000.0,37558000.0,38037000.0,2813.64815039,106779412306.24332
677,2022-05-20T09:00:00+09:00,38781000.0,39298000.0,37267000.0,37762000.0,5865.61037606,225269617988.79233
678,2022-05-19T09:00:00+09:00,37100000.0,39085000.0,37000000.0,38780000.0,6407.34186752,242974605150.87173
679,2022-05-18T09:00:00+09:00,39260000.0,39464000.0,37001000.0,37099000.0,6367.45223,243086612601.30344
680,2022-05-17T09:00:00+09:00,39260000.0,39900000.0,38416000.0,39259000.0,5356.75318186,210535941107.40146
681,2022-05-16T09:00:00+09:00,40902000.0,40940000.0,38620000.0,39256000.0,5678.83385342,224370405726.56384
682,2022-05-15T09:00:00+09:00,39967000.0,41000000.0,39270000.0,40906000.0,4277.65503384,170672551261.52905
683,2022-05-14T09:00:00+09:00,39270000.0,40243000.0,38400000.0,39967000.0,5512.19561961,217008793733.08148
684,2022-05-13T09:00:00+09:00,39246000.0,41324000.0,38777000.0,39270000.0,12398.91880053,498373949608.00916
685,2022-05-12T09:00:00+09:00,40263000.0,41178000.0,37000000.0,39243000.0,23389.06342749,911518039693.9376
686,2022-05-11T09:00:00+09:00,41044000.0,43980000.0,39088000.0,40290000.0,31967.29718725,1328765297059.545
687,2022-05-10T09:00:00+09:00,41000000.0,43110000.0,40150000.0,41046000.0,12076.37492996,501966820215.2406
688,2022-05-09T09:00:00+09:00,44763000.0,45037000.0,40719000.0,41002000.0,8307.10609305,356443725580.1086
689,2022-05-08T09:00:00+09:00,46507000.0,46515000.0,44624000.0,44770000.0,4109.81944036,186618124663.34042
690,2022-05-07T09:00:00+09:00,47030000.0,47130000.0,46054000.0,46507000.0,1727.39505839,80649441505.52292
691,2022-05-06T09:00:00+09:00,47650000.0,47800000.0,46210000.0,47031000.0,4073.14582751,191194804926.25415
692,2022-05-05T09:00:00+09:00,50631000.0,50832000.0,47048000.0,47647000.0,6259.76119967,304844986974.6226
693,2022-05-04T09:00:00+09:00,48772000.0,50999000.0,48722000.0,50616000.0,3904.11622031,194729783161.73004
694,2022-05-03T09:00:00+09:00,49501000.0,49678000.0,48638000.0,48777000.0,2755.30931499,135666989657.8908
695,2022-05-02T09:00:00+09:00,49383000.0,50210000.0,49110000.0,49520000.0,2614.56355974,129931613441.11748
696,2022-05-01T09:00:00+09:00,49283000.0,49620000.0,48500000.0,49383000.0,2882.99454014,141630925351.43323
697,2022-04-30T09:00:00+09:00,49731000.0,49953000.0,49243000.0,49283000.0,2078.6985343,103247900534.68933
698,2022-04-29T09:00:00+09:00,50580000.0,50829000.0,49412000.0,49731000.0,2848.95745884,142344434036.42245
